IBGE;Chave Sem Acento;Chave Com Acento;Perímetro;IBGE;UF;MUNICIPIOS;CONCAT;Tabela Regional
5208707;GO - GOIANIA;GO - Goiânia;V.tal;5208707;GO;GOIANIA;GO - GOIANIA;05. DF/GO/SC-Capital
5208608;GO - GOIANESIA;GO - Goianésia;V.tal;5208608;GO;GOIANESIA;GO - GOIANESIA;10. Nordeste-Interior (exceto MA) e GO/MS/TO interior
5208509;GO - GOIANDIRA;GO - Goiandira;V.tal;5208509;GO;GOIANDIRA;GO - GOIANDIRA;10. Nordeste-Interior (exceto MA) e GO/MS/TO interior
5208400;GO - GOIANAPOLIS;GO - Goianápolis;V.tal;5208400;GO;GOIANAPOLIS;GO - GOIANAPOLIS;10. Nordeste-Interior (exceto MA) e GO/MS/TO interior
5208301;GO - DIVINOPOLIS DE GOIAS;GO - Divinópolis de Goiás;V.tal;5208301;GO;DIVINOPOLIS DE GOIAS;GO - DIVINOPOLIS DE GOIAS;10. Nordeste-Interior (exceto MA) e GO/MS/TO interior
5208152;GO - GAMELEIRA DE GOIAS;GO - Gameleira de Goiás;Fora do perimetro;5208152;GO;GAMELEIRA DE GOIAS;GO - GAMELEIRA DE GOIAS;FORA DO PERIMETRO VTAL
5208103;GO - FORMOSO;GO - Formoso;V.tal;5208103;GO;FORMOSO;GO - FORMOSO;10. Nordeste-Interior (exceto MA) e GO/MS/TO interior
5208004;GO - FORMOSA;GO - Formosa;V.tal;5208004;GO;FORMOSA;GO - FORMOSA;10. Nordeste-Interior (exceto MA) e GO/MS/TO interior
5207907;GO - FLORES DE GOIAS;GO - Flores de Goiás;Fora do perimetro;5207907;GO;FLORES DE GOIAS;GO - FLORES DE GOIAS;FORA DO PERIMETRO VTAL
5207808;GO - FIRMINOPOLIS;GO - Firminópolis;V.tal;5207808;GO;FIRMINOPOLIS;GO - FIRMINOPOLIS;10. Nordeste-Interior (exceto MA) e GO/MS/TO interior
5207600;GO - FAZENDA NOVA;GO - Fazenda Nova;Fora do perimetro;5207600;GO;FAZENDA NOVA;GO - FAZENDA NOVA;FORA DO PERIMETRO VTAL
5207535;GO - FAINA;GO - Faina;Fora do perimetro;5207535;GO;FAINA;GO - FAINA;FORA DO PERIMETRO VTAL
5207501;GO - ESTRELA DO NORTE;GO - Estrela do Norte;V.tal;5207501;GO;ESTRELA DO NORTE;GO - ESTRELA DO NORTE;10. Nordeste-Interior (exceto MA) e GO/MS/TO interior
5207402;GO - EDEIA;GO - Edéia;Fora do perimetro;5207402;GO;EDEIA;GO - EDEIA;FORA DO PERIMETRO VTAL
5207352;GO - EDEALINA;GO - Edealina;Fora do perimetro;5207352;GO;EDEALINA;GO - EDEALINA;FORA DO PERIMETRO VTAL
5207253;GO - DOVERLANDIA;GO - Doverlândia;V.tal;5207253;GO;DOVERLANDIA;GO - DOVERLANDIA;10. Nordeste-Interior (exceto MA) e GO/MS/TO interior
5207105;GO - DIORAMA;GO - Diorama;V.tal;5207105;GO;DIORAMA;GO - DIORAMA;10. Nordeste-Interior (exceto MA) e GO/MS/TO interior
5206909;GO - DAVINOPOLIS;GO - Davinópolis;Fora do perimetro;5206909;GO;DAVINOPOLIS;GO - DAVINOPOLIS;FORA DO PERIMETRO VTAL
5206800;GO - DAMOLANDIA;GO - Damolândia;V.tal;5206800;GO;DAMOLANDIA;GO - DAMOLANDIA;10. Nordeste-Interior (exceto MA) e GO/MS/TO interior
5206701;GO - DAMIANOPOLIS;GO - Damianópolis;Fora do perimetro;5206701;GO;DAMIANOPOLIS;GO - DAMIANOPOLIS;FORA DO PERIMETRO VTAL
5206602;GO - CUMARI;GO - Cumari;V.tal;5206602;GO;CUMARI;GO - CUMARI;10. Nordeste-Interior (exceto MA) e GO/MS/TO interior
5206503;GO - CROMINIA;GO - Cromínia;V.tal;5206503;GO;CROMINIA;GO - CROMINIA;10. Nordeste-Interior (exceto MA) e GO/MS/TO interior
5206404;GO - CRIXAS;GO - Crixás;Fora do perimetro;5206404;GO;CRIXAS;GO - CRIXAS;FORA DO PERIMETRO VTAL
5206305;GO - CRISTIANOPOLIS;GO - Cristianópolis;Fora do perimetro;5206305;GO;CRISTIANOPOLIS;GO - CRISTIANOPOLIS;FORA DO PERIMETRO VTAL
5206206;GO - CRISTALINA;GO - Cristalina;V.tal;5206206;GO;CRISTALINA;GO - CRISTALINA;10. Nordeste-Interior (exceto MA) e GO/MS/TO interior
5205901;GO - CORUMBAIBA;GO - Corumbaíba;V.tal;5205901;GO;CORUMBAIBA;GO - CORUMBAIBA;10. Nordeste-Interior (exceto MA) e GO/MS/TO interior
5205802;GO - CORUMBA DE GOIAS;GO - Corumbá de Goiás;V.tal;5205802;GO;CORUMBA DE GOIAS;GO - CORUMBA DE GOIAS;10. Nordeste-Interior (exceto MA) e GO/MS/TO interior
5205703;GO - CORREGO DO OURO;GO - Córrego do Ouro;Fora do perimetro;5205703;GO;CORREGO DO OURO;GO - CORREGO DO OURO;FORA DO PERIMETRO VTAL
5205521;GO - COLINAS DO SUL;GO - Colinas do Sul;Fora do perimetro;5205521;GO;COLINAS DO SUL;GO - COLINAS DO SUL;FORA DO PERIMETRO VTAL
5205513;GO - COCALZINHO DE GOIAS;GO - Cocalzinho de Goiás;V.tal;5205513;GO;COCALZINHO DE GOIAS;GO - COCALZINHO DE GOIAS;10. Nordeste-Interior (exceto MA) e GO/MS/TO interior
5205497;GO - CIDADE OCIDENTAL;GO - Cidade Ocidental;V.tal;5205497;GO;CIDADE OCIDENTAL;GO - CIDADE OCIDENTAL;10. Nordeste-Interior (exceto MA) e GO/MS/TO interior
5205471;GO - CHAPADAO DO CEU;GO - Chapadão do Céu;Fora do perimetro;5205471;GO;CHAPADAO DO CEU;GO - CHAPADAO DO CEU;FORA DO PERIMETRO VTAL
5205455;GO - CEZARINA;GO - Cezarina;Fora do perimetro;5205455;GO;CEZARINA;GO - CEZARINA;FORA DO PERIMETRO VTAL
5205406;GO - CERES;GO - Ceres;V.tal;5205406;GO;CERES;GO - CERES;10. Nordeste-Interior (exceto MA) e GO/MS/TO interior
5205307;GO - CAVALCANTE;GO - Cavalcante;V.tal;5205307;GO;CAVALCANTE;GO - CAVALCANTE;10. Nordeste-Interior (exceto MA) e GO/MS/TO interior
5205208;GO - CATURAI;GO - Caturaí;V.tal;5205208;GO;CATURAI;GO - CATURAI;10. Nordeste-Interior (exceto MA) e GO/MS/TO interior
5205109;GO - CATALAO;GO - Catalão;V.tal;5205109;GO;CATALAO;GO - CATALAO;10. Nordeste-Interior (exceto MA) e GO/MS/TO interior
5205059;GO - CASTELANDIA;GO - Castelândia;V.tal;5205059;GO;CASTELANDIA;GO - CASTELANDIA;10. Nordeste-Interior (exceto MA) e GO/MS/TO interior
5205000;GO - CARMO DO RIO VERDE;GO - Carmo do Rio Verde;V.tal;5205000;GO;CARMO DO RIO VERDE;GO - CARMO DO RIO VERDE;10. Nordeste-Interior (exceto MA) e GO/MS/TO interior
5204953;GO - CAMPOS VERDES;GO - Campos Verdes;Fora do perimetro;5204953;GO;CAMPOS VERDES;GO - CAMPOS VERDES;FORA DO PERIMETRO VTAL
5204904;GO - CAMPOS BELOS;GO - Campos Belos;V.tal;5204904;GO;CAMPOS BELOS;GO - CAMPOS BELOS;10. Nordeste-Interior (exceto MA) e GO/MS/TO interior
5204854;GO - CAMPO LIMPO DE GOIAS;GO - Campo Limpo de Goiás;Fora do perimetro;5204854;GO;CAMPO LIMPO DE GOIAS;GO - CAMPO LIMPO DE GOIAS;FORA DO PERIMETRO VTAL
5204805;GO - CAMPO ALEGRE DE GOIAS;GO - Campo Alegre de Goiás;Fora do perimetro;5204805;GO;CAMPO ALEGRE DE GOIAS;GO - CAMPO ALEGRE DE GOIAS;FORA DO PERIMETRO VTAL
5204706;GO - CAMPINORTE;GO - Campinorte;V.tal;5204706;GO;CAMPINORTE;GO - CAMPINORTE;10. Nordeste-Interior (exceto MA) e GO/MS/TO interior
5204656;GO - CAMPINACU;GO - Campinaçu;V.tal;5204656;GO;CAMPINACU;GO - CAMPINACU;10. Nordeste-Interior (exceto MA) e GO/MS/TO interior
5204607;GO - CAMPESTRE DE GOIAS;GO - Campestre de Goiás;Fora do perimetro;5204607;GO;CAMPESTRE DE GOIAS;GO - CAMPESTRE DE GOIAS;FORA DO PERIMETRO VTAL
5204557;GO - CALDAZINHA;GO - Caldazinha;Fora do perimetro;5204557;GO;CALDAZINHA;GO - CALDAZINHA;FORA DO PERIMETRO VTAL
5204508;GO - CALDAS NOVAS;GO - Caldas Novas;V.tal;5204508;GO;CALDAS NOVAS;GO - CALDAS NOVAS;10. Nordeste-Interior (exceto MA) e GO/MS/TO interior
5204409;GO - CAIAPONIA;GO - Caiapônia;V.tal;5204409;GO;CAIAPONIA;GO - CAIAPONIA;10. Nordeste-Interior (exceto MA) e GO/MS/TO interior
5204300;GO - CACU;GO - Caçu;V.tal;5204300;GO;CACU;GO - CACU;10. Nordeste-Interior (exceto MA) e GO/MS/TO interior
5204250;GO - CACHOEIRA DOURADA;GO - Cachoeira Dourada;Fora do perimetro;5204250;GO;CACHOEIRA DOURADA;GO - CACHOEIRA DOURADA;FORA DO PERIMETRO VTAL
5204201;GO - CACHOEIRA DE GOIAS;GO - Cachoeira de Goiás;Fora do perimetro;5204201;GO;CACHOEIRA DE GOIAS;GO - CACHOEIRA DE GOIAS;FORA DO PERIMETRO VTAL
5204102;GO - CACHOEIRA ALTA;GO - Cachoeira Alta;Fora do perimetro;5204102;GO;CACHOEIRA ALTA;GO - CACHOEIRA ALTA;FORA DO PERIMETRO VTAL
5204003;GO - CABECEIRAS;GO - Cabeceiras;Fora do perimetro;5204003;GO;CABECEIRAS;GO - CABECEIRAS;FORA DO PERIMETRO VTAL
5203962;GO - BURITINOPOLIS;GO - Buritinópolis;Fora do perimetro;5203962;GO;BURITINOPOLIS;GO - BURITINOPOLIS;FORA DO PERIMETRO VTAL
5203939;GO - BURITI DE GOIAS;GO - Buriti de Goiás;Fora do perimetro;5203939;GO;BURITI DE GOIAS;GO - BURITI DE GOIAS;FORA DO PERIMETRO VTAL
5203906;GO - BURITI ALEGRE;GO - Buriti Alegre;Fora do perimetro;5203906;GO;BURITI ALEGRE;GO - BURITI ALEGRE;FORA DO PERIMETRO VTAL
5203807;GO - BRITANIA;GO - Britânia;V.tal;5203807;GO;BRITANIA;GO - BRITANIA;10. Nordeste-Interior (exceto MA) e GO/MS/TO interior
5203609;GO - BRAZABRANTES;GO - Brazabrantes;Fora do perimetro;5203609;GO;BRAZABRANTES;GO - BRAZABRANTES;FORA DO PERIMETRO VTAL
5203575;GO - BONOPOLIS;GO - Bonópolis;Fora do perimetro;5203575;GO;BONOPOLIS;GO - BONOPOLIS;FORA DO PERIMETRO VTAL
5203559;GO - BONFINOPOLIS;GO - Bonfinópolis;Fora do perimetro;5203559;GO;BONFINOPOLIS;GO - BONFINOPOLIS;FORA DO PERIMETRO VTAL
5203500;GO - BOM JESUS DE GOIAS;GO - Bom Jesus de Goiás;V.tal;5203500;GO;BOM JESUS DE GOIAS;GO - BOM JESUS DE GOIAS;10. Nordeste-Interior (exceto MA) e GO/MS/TO interior
5203401;GO - BOM JARDIM DE GOIAS;GO - Bom Jardim de Goiás;V.tal;5203401;GO;BOM JARDIM DE GOIAS;GO - BOM JARDIM DE GOIAS;10. Nordeste-Interior (exceto MA) e GO/MS/TO interior
5203302;GO - BELA VISTA DE GOIAS;GO - Bela Vista de Goiás;V.tal;5203302;GO;BELA VISTA DE GOIAS;GO - BELA VISTA DE GOIAS;10. Nordeste-Interior (exceto MA) e GO/MS/TO interior
5203203;GO - BARRO ALTO;GO - Barro Alto;Fora do perimetro;5203203;GO;BARRO ALTO;GO - BARRO ALTO;FORA DO PERIMETRO VTAL
5203104;GO - BALIZA;GO - Baliza;Fora do perimetro;5203104;GO;BALIZA;GO - BALIZA;FORA DO PERIMETRO VTAL
5202809;GO - AVELINOPOLIS;GO - Avelinópolis;Fora do perimetro;5202809;GO;AVELINOPOLIS;GO - AVELINOPOLIS;FORA DO PERIMETRO VTAL
5202601;GO - AURILANDIA;GO - Aurilândia;Fora do perimetro;5202601;GO;AURILANDIA;GO - AURILANDIA;FORA DO PERIMETRO VTAL
5202502;GO - ARUANA;GO - Aruanã;V.tal;5202502;GO;ARUANA;GO - ARUANA;10. Nordeste-Interior (exceto MA) e GO/MS/TO interior
5202353;GO - ARENOPOLIS;GO - Arenópolis;V.tal;5202353;GO;ARENOPOLIS;GO - ARENOPOLIS;10. Nordeste-Interior (exceto MA) e GO/MS/TO interior
5202155;GO - ARAGUAPAZ;GO - Araguapaz;V.tal;5202155;GO;ARAGUAPAZ;GO - ARAGUAPAZ;10. Nordeste-Interior (exceto MA) e GO/MS/TO interior
5201801;GO - ARAGOIANIA;GO - Aragoiânia;Fora do perimetro;5201801;GO;ARAGOIANIA;GO - ARAGOIANIA;FORA DO PERIMETRO VTAL
5201702;GO - ARAGARCAS;GO - Aragarças;V.tal;5201702;GO;ARAGARCAS;GO - ARAGARCAS;10. Nordeste-Interior (exceto MA) e GO/MS/TO interior
5201603;GO - ARACU;GO - Araçu;Fora do perimetro;5201603;GO;ARACU;GO - ARACU;FORA DO PERIMETRO VTAL
5201504;GO - APORE;GO - Aporé;Fora do perimetro;5201504;GO;APORE;GO - APORE;FORA DO PERIMETRO VTAL
5201454;GO - APARECIDA DO RIO DOCE;GO - Aparecida do Rio Doce;Fora do perimetro;5201454;GO;APARECIDA DO RIO DOCE;GO - APARECIDA DO RIO DOCE;FORA DO PERIMETRO VTAL
5201405;GO - APARECIDA DE GOIANIA;GO - Aparecida de Goiânia;V.tal;5201405;GO;APARECIDA DE GOIANIA;GO - APARECIDA DE GOIANIA;10. Nordeste-Interior (exceto MA) e GO/MS/TO interior
5201306;GO - ANICUNS;GO - Anicuns;Fora do perimetro;5201306;GO;ANICUNS;GO - ANICUNS;FORA DO PERIMETRO VTAL
5201207;GO - ANHANGUERA;GO - Anhanguera;Fora do perimetro;5201207;GO;ANHANGUERA;GO - ANHANGUERA;FORA DO PERIMETRO VTAL
5201108;GO - ANAPOLIS;GO - Anápolis;V.tal;5201108;GO;ANAPOLIS;GO - ANAPOLIS;10. Nordeste-Interior (exceto MA) e GO/MS/TO interior
5200902;GO - AMORINOPOLIS;GO - Amorinópolis;Fora do perimetro;5200902;GO;AMORINOPOLIS;GO - AMORINOPOLIS;FORA DO PERIMETRO VTAL
5200852;GO - AMERICANO DO BRASIL;GO - Americano do Brasil;Fora do perimetro;5200852;GO;AMERICANO DO BRASIL;GO - AMERICANO DO BRASIL;FORA DO PERIMETRO VTAL
5200829;GO - AMARALINA;GO - Amaralina;Fora do perimetro;5200829;GO;AMARALINA;GO - AMARALINA;FORA DO PERIMETRO VTAL
5200803;GO - ALVORADA DO NORTE;GO - Alvorada do Norte;V.tal;5200803;GO;ALVORADA DO NORTE;GO - ALVORADA DO NORTE;10. Nordeste-Interior (exceto MA) e GO/MS/TO interior
5200605;GO - ALTO PARAISO DE GOIAS;GO - Alto Paraíso de Goiás;V.tal;5200605;GO;ALTO PARAISO DE GOIAS;GO - ALTO PARAISO DE GOIAS;10. Nordeste-Interior (exceto MA) e GO/MS/TO interior
5200555;GO - ALTO HORIZONTE;GO - Alto Horizonte;Fora do perimetro;5200555;GO;ALTO HORIZONTE;GO - ALTO HORIZONTE;FORA DO PERIMETRO VTAL
5200506;GO - ALOANDIA;GO - Aloândia;Fora do perimetro;5200506;GO;ALOANDIA;GO - ALOANDIA;FORA DO PERIMETRO VTAL
5200308;GO - ALEXANIA;GO - Alexânia;V.tal;5200308;GO;ALEXANIA;GO - ALEXANIA;10. Nordeste-Interior (exceto MA) e GO/MS/TO interior
5200258;GO - AGUAS LINDAS DE GOIAS;GO - Águas Lindas de Goiás;V.tal;5200258;GO;AGUAS LINDAS DE GOIAS;GO - AGUAS LINDAS DE GOIAS;10. Nordeste-Interior (exceto MA) e GO/MS/TO interior
5200209;GO - AGUA LIMPA;GO - Água Limpa;Fora do perimetro;5200209;GO;AGUA LIMPA;GO - AGUA LIMPA;FORA DO PERIMETRO VTAL
5200175;GO - AGUA FRIA DE GOIAS;GO - Água Fria de Goiás;Fora do perimetro;5200175;GO;AGUA FRIA DE GOIAS;GO - AGUA FRIA DE GOIAS;FORA DO PERIMETRO VTAL
5200159;GO - ADELANDIA;GO - Adelândia;Fora do perimetro;5200159;GO;ADELANDIA;GO - ADELANDIA;FORA DO PERIMETRO VTAL
5200134;GO - ACREUNA;GO - Acreúna;V.tal;5200134;GO;ACREUNA;GO - ACREUNA;10. Nordeste-Interior (exceto MA) e GO/MS/TO interior
5200100;GO - ABADIANIA;GO - Abadiânia;V.tal;5200100;GO;ABADIANIA;GO - ABADIANIA;10. Nordeste-Interior (exceto MA) e GO/MS/TO interior
5200050;GO - ABADIA DE GOIAS;GO - Abadia de Goiás;V.tal;5200050;GO;ABADIA DE GOIAS;GO - ABADIA DE GOIAS;10. Nordeste-Interior (exceto MA) e GO/MS/TO interior
5108956;MT - NOVA MONTE VERDE;MT - Nova Monte Verde;V.tal;5108956;MT;NOVA MONTE VERDE;MT - NOVA MONTE VERDE;12. AM/MA/PA/MT/RO-Interior e AC/AP/RR
5108907;MT - NOVA MARINGA;MT - Nova Maringá;Fora do perimetro;5108907;MT;NOVA MARINGA;MT - NOVA MARINGA;FORA DO PERIMETRO VTAL
5108857;MT - NOVA MARILANDIA;MT - Nova Marilândia;Fora do perimetro;5108857;MT;NOVA MARILANDIA;MT - NOVA MARILANDIA;FORA DO PERIMETRO VTAL
5108808;MT - NOVA GUARITA;MT - Nova Guarita;Fora do perimetro;5108808;MT;NOVA GUARITA;MT - NOVA GUARITA;FORA DO PERIMETRO VTAL
5108600;MT - VILA RICA;MT - Vila Rica;Fora do perimetro;5108600;MT;VILA RICA;MT - VILA RICA;FORA DO PERIMETRO VTAL
5108501;MT - VERA;MT - Vera;Fora do perimetro;5108501;MT;VERA;MT - VERA;FORA DO PERIMETRO VTAL
5108402;MT - VARZEA GRANDE;MT - Várzea Grande;V.tal;5108402;MT;VARZEA GRANDE;MT - VARZEA GRANDE;16. MT/PA/MA - zona de interesse
5108352;MT - VALE DE SAO DOMINGOS;MT - Vale de São Domingos;Fora do perimetro;5108352;MT;VALE DE SAO DOMINGOS;MT - VALE DE SAO DOMINGOS;FORA DO PERIMETRO VTAL
5108303;MT - UNIAO DO SUL;MT - União do Sul;Fora do perimetro;5108303;MT;UNIAO DO SUL;MT - UNIAO DO SUL;FORA DO PERIMETRO VTAL
5108204;MT - TORIXOREU;MT - Torixoréu;Fora do perimetro;5108204;MT;TORIXOREU;MT - TORIXOREU;FORA DO PERIMETRO VTAL
5108105;MT - TESOURO;MT - Tesouro;Fora do perimetro;5108105;MT;TESOURO;MT - TESOURO;FORA DO PERIMETRO VTAL
5108055;MT - TERRA NOVA DO NORTE;MT - Terra Nova do Norte;V.tal;5108055;MT;TERRA NOVA DO NORTE;MT - TERRA NOVA DO NORTE;12. AM/MA/PA/MT/RO-Interior e AC/AP/RR
5108006;MT - TAPURAH;MT - Tapurah;Fora do perimetro;5108006;MT;TAPURAH;MT - TAPURAH;FORA DO PERIMETRO VTAL
5107958;MT - TANGARA DA SERRA;MT - Tangará da Serra;V.tal;5107958;MT;TANGARA DA SERRA;MT - TANGARA DA SERRA;16. MT/PA/MA - zona de interesse
5107941;MT - TABAPORA;MT - Tabaporã;Fora do perimetro;5107941;MT;TABAPORA;MT - TABAPORA;FORA DO PERIMETRO VTAL
5107925;MT - SORRISO;MT - Sorriso;V.tal;5107925;MT;SORRISO;MT - SORRISO;12. AM/MA/PA/MT/RO-Interior e AC/AP/RR
5107909;MT - SINOP;MT - Sinop;V.tal;5107909;MT;SINOP;MT - SINOP;12. AM/MA/PA/MT/RO-Interior e AC/AP/RR
5107883;MT - SERRA NOVA DOURADA;MT - Serra Nova Dourada;V.tal;5107883;MT;SERRA NOVA DOURADA;MT - SERRA NOVA DOURADA;12. AM/MA/PA/MT/RO-Interior e AC/AP/RR
5107875;MT - SAPEZAL;MT - Sapezal;V.tal;5107875;MT;SAPEZAL;MT - SAPEZAL;12. AM/MA/PA/MT/RO-Interior e AC/AP/RR
5107859;MT - SAO FELIX DO ARAGUAIA;MT - São Félix do Araguaia;Fora do perimetro;5107859;MT;SAO FELIX DO ARAGUAIA;MT - SAO FELIX DO ARAGUAIA;FORA DO PERIMETRO VTAL
5107800;MT - SANTO ANTONIO DO LEVERGER;MT - Santo Antônio do Leverger;Fora do perimetro;5107800;MT;SANTO ANTONIO DO LEVERGER;MT - SANTO ANTONIO DO LEVERGER;FORA DO PERIMETRO VTAL
5107792;MT - SANTO ANTONIO DO LESTE;MT - Santo Antônio do Leste;Fora do perimetro;5107792;MT;SANTO ANTONIO DO LESTE;MT - SANTO ANTONIO DO LESTE;FORA DO PERIMETRO VTAL
5107776;MT - SANTA TEREZINHA;MT - Santa Terezinha;Fora do perimetro;5107776;MT;SANTA TEREZINHA;MT - SANTA TEREZINHA;FORA DO PERIMETRO VTAL
5107768;MT - SANTA RITA DO TRIVELATO;MT - Santa Rita do Trivelato;Fora do perimetro;5107768;MT;SANTA RITA DO TRIVELATO;MT - SANTA RITA DO TRIVELATO;FORA DO PERIMETRO VTAL
5107750;MT - SALTO DO CEU;MT - Salto do Céu;Fora do perimetro;5107750;MT;SALTO DO CEU;MT - SALTO DO CEU;FORA DO PERIMETRO VTAL
5107743;MT - SANTA CRUZ DO XINGU;MT - Santa Cruz do Xingu;Fora do perimetro;5107743;MT;SANTA CRUZ DO XINGU;MT - SANTA CRUZ DO XINGU;FORA DO PERIMETRO VTAL
5107701;MT - ROSARIO OESTE;MT - Rosário Oeste;V.tal;5107701;MT;ROSARIO OESTE;MT - ROSARIO OESTE;12. AM/MA/PA/MT/RO-Interior e AC/AP/RR
5107602;MT - RONDONOPOLIS;MT - Rondonópolis;V.tal;5107602;MT;RONDONOPOLIS;MT - RONDONOPOLIS;16. MT/PA/MA - zona de interesse
5107578;MT - RONDOLANDIA;MT - Rondolândia;Fora do perimetro;5107578;MT;RONDOLANDIA;MT - RONDOLANDIA;FORA DO PERIMETRO VTAL
5107404;MT - SAO PEDRO DA CIPA;MT - São Pedro da Cipa;V.tal;5107404;MT;SAO PEDRO DA CIPA;MT - SAO PEDRO DA CIPA;12. AM/MA/PA/MT/RO-Interior e AC/AP/RR
5107354;MT - SAO JOSE DO XINGU;MT - São José do Xingu;Fora do perimetro;5107354;MT;SAO JOSE DO XINGU;MT - SAO JOSE DO XINGU;FORA DO PERIMETRO VTAL
5107305;MT - SAO JOSE DO RIO CLARO;MT - São José do Rio Claro;Fora do perimetro;5107305;MT;SAO JOSE DO RIO CLARO;MT - SAO JOSE DO RIO CLARO;FORA DO PERIMETRO VTAL
5107297;MT - SAO JOSE DO POVO;MT - São José do Povo;Fora do perimetro;5107297;MT;SAO JOSE DO POVO;MT - SAO JOSE DO POVO;FORA DO PERIMETRO VTAL
5107263;MT - SANTO AFONSO;MT - Santo Afonso;Fora do perimetro;5107263;MT;SANTO AFONSO;MT - SANTO AFONSO;FORA DO PERIMETRO VTAL
5107248;MT - SANTA CARMEM;MT - Santa Carmem;Fora do perimetro;5107248;MT;SANTA CARMEM;MT - SANTA CARMEM;FORA DO PERIMETRO VTAL
5107206;MT - RIO BRANCO;MT - Rio Branco;Fora do perimetro;5107206;MT;RIO BRANCO;MT - RIO BRANCO;FORA DO PERIMETRO VTAL
5107198;MT - RIBEIRAOZINHO;MT - Ribeirãozinho;Fora do perimetro;5107198;MT;RIBEIRAOZINHO;MT - RIBEIRAOZINHO;FORA DO PERIMETRO VTAL
5107180;MT - RIBEIRAO CASCALHEIRA;MT - Ribeirão Cascalheira;V.tal;5107180;MT;RIBEIRAO CASCALHEIRA;MT - RIBEIRAO CASCALHEIRA;12. AM/MA/PA/MT/RO-Interior e AC/AP/RR
5107156;MT - RESERVA DO CABACAL;MT - Reserva do Cabaçal;V.tal;5107156;MT;RESERVA DO CABACAL;MT - RESERVA DO CABACAL;12. AM/MA/PA/MT/RO-Interior e AC/AP/RR
5107107;MT - SAO JOSE DOS QUATRO MARCOS;MT - São José dos Quatro Marcos;V.tal;5107107;MT;SAO JOSE DOS QUATRO MARCOS;MT - SAO JOSE DOS QUATRO MARCOS;12. AM/MA/PA/MT/RO-Interior e AC/AP/RR
5107065;MT - QUERENCIA;MT - Querência;Fora do perimetro;5107065;MT;QUERENCIA;MT - QUERENCIA;FORA DO PERIMETRO VTAL
5107040;MT - PRIMAVERA DO LESTE;MT - Primavera do Leste;V.tal;5107040;MT;PRIMAVERA DO LESTE;MT - PRIMAVERA DO LESTE;16. MT/PA/MA - zona de interesse
5107008;MT - POXOREO;MT - Poxoréo;V.tal;5107008;MT;POXOREO;MT - POXOREO;12. AM/MA/PA/MT/RO-Interior e AC/AP/RR
5106851;MT - PORTO ESTRELA;MT - Porto Estrela;Fora do perimetro;5106851;MT;PORTO ESTRELA;MT - PORTO ESTRELA;FORA DO PERIMETRO VTAL
5106828;MT - PORTO ESPERIDIAO;MT - Porto Esperidião;Fora do perimetro;5106828;MT;PORTO ESPERIDIAO;MT - PORTO ESPERIDIAO;FORA DO PERIMETRO VTAL
5106802;MT - PORTO DOS GAUCHOS;MT - Porto dos Gaúchos;Fora do perimetro;5106802;MT;PORTO DOS GAUCHOS;MT - PORTO DOS GAUCHOS;FORA DO PERIMETRO VTAL
5106778;MT - PORTO ALEGRE DO NORTE;MT - Porto Alegre do Norte;Fora do perimetro;5106778;MT;PORTO ALEGRE DO NORTE;MT - PORTO ALEGRE DO NORTE;FORA DO PERIMETRO VTAL
5106752;MT - PONTES E LACERDA;MT - Pontes e Lacerda;V.tal;5106752;MT;PONTES E LACERDA;MT - PONTES E LACERDA;16. MT/PA/MA - zona de interesse
5106703;MT - PONTE BRANCA;MT - Ponte Branca;Fora do perimetro;5106703;MT;PONTE BRANCA;MT - PONTE BRANCA;FORA DO PERIMETRO VTAL
5106653;MT - PONTAL DO ARAGUAIA;MT - Pontal do Araguaia;Fora do perimetro;5106653;MT;PONTAL DO ARAGUAIA;MT - PONTAL DO ARAGUAIA;FORA DO PERIMETRO VTAL
5106505;MT - POCONE;MT - Poconé;Fora do perimetro;5106505;MT;POCONE;MT - POCONE;FORA DO PERIMETRO VTAL
5106455;MT - PLANALTO DA SERRA;MT - Planalto da Serra;Fora do perimetro;5106455;MT;PLANALTO DA SERRA;MT - PLANALTO DA SERRA;FORA DO PERIMETRO VTAL
5106422;MT - PEIXOTO DE AZEVEDO;MT - Peixoto de Azevedo;V.tal;5106422;MT;PEIXOTO DE AZEVEDO;MT - PEIXOTO DE AZEVEDO;12. AM/MA/PA/MT/RO-Interior e AC/AP/RR
5106372;MT - PEDRA PRETA;MT - Pedra Preta;V.tal;5106372;MT;PEDRA PRETA;MT - PEDRA PRETA;12. AM/MA/PA/MT/RO-Interior e AC/AP/RR
5106315;MT - NOVO SANTO ANTONIO;MT - Novo Santo Antônio;Fora do perimetro;5106315;MT;NOVO SANTO ANTONIO;MT - NOVO SANTO ANTONIO;FORA DO PERIMETRO VTAL
5106307;MT - PARANATINGA;MT - Paranatinga;Fora do perimetro;5106307;MT;PARANATINGA;MT - PARANATINGA;FORA DO PERIMETRO VTAL
5106299;MT - PARANAITA;MT - Paranaíta;Fora do perimetro;5106299;MT;PARANAITA;MT - PARANAITA;FORA DO PERIMETRO VTAL
5106281;MT - NOVO SAO JOAQUIM;MT - Novo São Joaquim;Fora do perimetro;5106281;MT;NOVO SAO JOAQUIM;MT - NOVO SAO JOAQUIM;FORA DO PERIMETRO VTAL
